ID,Data,Produto,Categoria,Quantidade,Preço
2813,2023-03-05 15:02:39,Tijolo,Construção,3,0.75
2814,2023-12-18 02:37:38,Pulverizador,Jardinagem,25,79.59
2815,2023-10-25 05:10:12,Trena,Ferramentas Manuais,6,34.99
2816,2023-08-23 13:05:36,Fita Dupla Face,Fixação,4,4.39
2817,2023-04-23 17:17:06,Fita Veda Rosca,Vedação,41,3.39
2818,2023-04-02 07:43:19,Óculos de Proteção,Segurança,19,19.99
2819,2023-07-31 16:26:55,Tijolo,Construção,40,0.75
2820,2023-02-24 18:51:59,Parafuso,Ferragens,40,1.39
2821,2023-11-29 03:34:51,Torneira,Hidráulicos,7,34.89
2822,2023-01-22 09:28:40,Trena,Ferramentas Manuais,35,34.99
2823,2023-08-14 08:45:48,Talabarte,Segurança,35,34.89
2824,2023-05-28 00:16:09,Tinta Latex,Pintura,47,59.89
2825,2023-02-06 16:34:08,Registro,Hidráulicos,1,19.99
2826,2023-06-02 12:33:58,Prego,Ferragens,32,1.95
2827,2023-06-02 05:26:50,Talabarte,Segurança,47,34.89
2828,2023-05-02 19:53:48,Vassoura,Jardinagem,33,24.79
2829,2023-08-28 04:23:09,Silicone,Fixação,29,11.89
2830,2023-01-02 12:21:27,Telha,Construção,42,9.95
2831,2023-11-12 10:51:21,Tinta Spray,Pintura,9,39.89
2832,2023-08-20 07:37:49,Porca,Ferragens,3,0.45
2833,2023-12-23 00:48:19,Cola,Fixação,19,5.89
2834,2023-12-19 22:59:23,Tinta Latex,Pintura,45,59.89
2835,2023-07-02 18:12:06,PU,Fixação,32,9.95
2836,2023-05-01 22:05:12,Máscara,Segurança,45,9.89
2837,2023-02-26 23:18:54,Fechadura,Ferragens,26,29.89
2838,2023-06-04 05:18:05,Tinta Latex,Pintura,25,59.89
2839,2023-06-04 23:34:17,Fechadura,Ferragens,45,29.89
2840,2023-10-03 00:22:58,Grama m2,Jardinagem,15,14.95
2841,2023-06-25 04:19:12,Cimento,Construção,27,24.95
2842,2023-04-20 19:33:50,Martelo,Ferramentas Manuais,22,24.89
2843,2023-04-03 09:01:30,Ralo,Hidráulicos,35,11.89
2844,2023-11-08 19:02:01,Silicone,Fixação,3,11.89
2845,2023-09-28 19:09:45,Botas,Segurança,44,79.79
2846,2023-09-02 00:06:27,Fita Antichamas,Vedação,6,7.89
2847,2023-02-02 11:07:15,Puxador,Ferragens,36,11.89
2848,2023-07-10 05:20:49,Pincel,Pintura,20,4.89
2849,2023-12-18 05:46:15,Cimento,Construção,12,24.95
2850,2023-08-24 23:15:31,Parafuso,Ferragens,4,1.39
2851,2023-10-12 03:51:50,Botas,Segurança,23,79.79
2852,2023-10-16 08:48:42,Resina,Pintura,48,49.99
2853,2023-02-03 01:01:10,Serrote,Ferramentas Manuais,49,29.59
2854,2023-06-23 16:17:57,Disjuntor,Elétricos,13,34.99
2855,2023-07-16 00:23:48,Luminária,Elétricos,15,49.59
2856,2023-05-11 11:55:32,Canaleta,Elétricos,4,14.59
2857,2023-06-27 04:09:17,Botas,Segurança,8,79.79
2858,2023-10-08 18:47:24,Prego,Ferragens,12,1.95
2859,2023-05-06 20:08:42,Botas,Segurança,39,79.79
2860,2023-06-07 07:36:48,Tomada,Elétricos,12,3.99
2861,2023-08-18 10:01:21,Telha,Construção,27,9.95
2862,2023-08-26 23:22:51,Registro,Hidráulicos,42,19.99
2863,2023-01-26 20:45:15,Válvula,Hidráulicos,32,19.59
2864,2023-01-12 02:02:45,Cortador de Azulejo,Ferramentas Elétricas,46,119.89
2865,2023-03-09 11:20:43,PU,Fixação,35,9.95
2866,2023-08-11 09:46:41,Semente,Jardinagem,28,9.95
2867,2023-02-03 05:38:10,Tubo Cobre,Hidráulicos,4,24.95
2868,2023-05-26 09:39:41,Canaleta,Elétricos,4,14.59
2869,2023-01-06 17:43:28,Trinco,Ferragens,35,7.39
2870,2023-01-17 12:40:20,Fita Dupla Face,Fixação,15,4.39
2871,2023-10-04 05:25:52,Lâmpada,Elétricos,46,4.39
2872,2023-04-09 21:17:29,Mangueira,Jardinagem,17,49.99
2873,2023-11-18 03:50:49,Cola,Fixação,23,5.89
2874,2023-03-09 19:06:44,Caixa de Passagem,Elétricos,11,19.79
2875,2023-04-03 14:50:01,Cimento,Construção,31,24.95
2876,2023-05-06 22:36:01,Disjuntor,Elétricos,16,34.99
2877,2023-05-20 18:51:45,Botas,Segurança,11,79.79
2878,2023-09-25 10:43:18,Silicone,Fixação,1,11.89
2879,2023-09-28 03:28:11,Talabarte,Segurança,20,34.89
2880,2023-07-24 17:44:50,Pincel,Pintura,5,4.89
2881,2023-09-05 02:39:58,Cimento,Construção,36,24.95
2882,2023-09-23 05:01:55,Parafuso,Ferragens,30,1.39
2883,2023-11-25 04:39:38,Tinta Spray,Pintura,21,39.89
2884,2023-01-27 23:45:34,Serrote,Ferramentas Manuais,35,29.59
2885,2023-07-01 03:14:18,Semente,Jardinagem,28,9.95
2886,2023-04-24 21:27:01,Disjuntor,Elétricos,8,34.99
2887,2023-10-18 13:42:12,Fita Crepe,Fixação,30,2.95
2888,2023-11-23 18:32:18,Parafuso,Ferragens,26,1.39
2889,2023-04-03 12:30:37,Fita Antichamas,Vedação,6,7.89
2890,2023-02-23 21:06:01,Resina,Pintura,13,49.99
2891,2023-02-04 11:16:52,Prego,Ferragens,10,1.95
2892,2023-10-21 11:47:00,Pincel,Pintura,32,4.89
2893,2023-10-10 15:49:53,Luva,Hidráulicos,20,7.89
2894,2023-04-26 06:19:40,Semente,Jardinagem,11,9.95
2895,2023-06-15 04:38:51,Interruptor,Elétricos,29,9.95
2896,2023-03-11 19:30:09,Chave de Fenda,Ferramentas Manuais,34,10.39
2897,2023-05-21 04:11:44,Corda,Segurança,27,59.59
2898,2023-07-04 17:47:06,Alicate,Ferramentas Manuais,46,19.79
2899,2023-09-07 03:23:36,Parafuso,Ferragens,14,1.39
2900,2023-03-21 00:41:41,Removedor de Tinta,Pintura,21,19.59
2901,2023-10-25 03:33:25,Martelo,Ferramentas Manuais,43,24.89
2902,2023-07-02 11:16:15,Cola,Fixação,1,5.89
2903,2023-11-02 11:38:16,Tinta Latex,Pintura,47,59.89
2904,2023-12-10 15:04:36,Tubo Cobre,Hidráulicos,6,24.95
2905,2023-08-08 23:44:26,Torneira,Hidráulicos,46,34.89
2906,2023-12-25 05:14:21,Pincel,Pintura,18,4.89
2907,2023-04-18 11:09:24,Ralo,Hidráulicos,42,11.89
2908,2023-07-07 23:29:55,Condulete,Elétricos,31,7.89
2909,2023-11-22 03:11:15,Grama m2,Jardinagem,1,14.95
2910,2023-06-02 20:11:47,Areia,Construção,6,49.79
2911,2023-08-08 21:49:35,Cortador de Azulejo,Ferramentas Elétricas,40,119.89
2912,2023-05-29 14:17:35,Óculos de Proteção,Segurança,14,19.99
2913,2023-07-30 19:13:58,Porca,Ferragens,22,0.45
2914,2023-02-02 23:46:01,Registro,Hidráulicos,31,19.99
2915,2023-04-05 04:56:58,Resina,Pintura,3,49.99
2916,2023-03-06 19:56:54,Caixa de Passagem,Elétricos,4,19.79
2917,2023-09-15 15:53:16,Trinco,Ferragens,6,7.39
2918,2023-06-07 14:02:39,Grama m2,Jardinagem,20,14.95
2919,2023-01-20 21:24:21,Interruptor,Elétricos,3,9.95
2920,2023-07-17 22:08:48,Silicone,Fixação,43,11.89
2921,2023-02-18 22:09:38,Luva,Segurança,4,7.89
2922,2023-04-20 07:41:23,Chave de Fenda,Ferramentas Manuais,37,10.39
2923,2023-08-19 07:56:10,Vassoura,Jardinagem,43,24.79
2924,2023-08-26 19:29:12,Válvula,Hidráulicos,23,19.59
2925,2023-08-07 01:09:51,Tubo PVC,Hidráulicos,39,9.89
2926,2023-08-11 20:31:09,Adesivo,Fixação,43,4.39
2927,2023-09-22 14:20:12,Serrote,Ferramentas Manuais,6,29.59
2928,2023-07-05 23:38:06,Fita Isolante,Vedação,46,2.49
2929,2023-12-01 01:33:11,Porca,Ferragens,45,0.45
2930,2023-01-17 16:30:48,Esmerilhadeira,Ferramentas Elétricas,48,199.69
2931,2023-05-30 22:01:37,Fita Veda Rosca,Vedação,33,3.39
2932,2023-02-10 00:24:57,Válvula,Hidráulicos,1,19.59
2933,2023-07-21 03:31:33,Silicone,Fixação,40,11.89
2934,2023-07-28 23:44:26,Óculos de Proteção,Segurança,41,19.99
2935,2023-08-21 04:02:58,Prego,Ferragens,41,1.95
2936,2023-12-02 12:19:59,Cola,Fixação,46,5.89
2937,2023-06-21 20:16:07,Mangueira,Jardinagem,11,49.99
2938,2023-09-27 15:15:11,Válvula,Hidráulicos,39,19.59
2939,2023-09-05 00:49:36,Conexão,Hidráulicos,33,4.89
2940,2023-06-08 03:45:07,Prego,Ferragens,48,1.95
2941,2023-03-03 13:44:26,Telha,Construção,20,9.95
2942,2023-10-20 15:32:56,Disjuntor,Elétricos,39,34.99
2943,2023-06-07 05:33:31,Botas,Segurança,42,79.79
2944,2023-06-10 06:24:05,PU,Fixação,18,9.95
2945,2023-02-15 07:41:49,Silicone,Fixação,44,11.89
2946,2023-01-07 05:04:16,Lâmpada,Elétricos,23,4.39
2947,2023-04-15 00:04:16,Cortador de Azulejo,Ferramentas Elétricas,27,119.89
2948,2023-10-02 20:41:44,Chave Philips,Ferramentas Manuais,18,14.95
2949,2023-07-04 23:45:46,Serra Elétrica,Ferramentas Elétricas,1,249.79
2950,2023-01-04 22:19:35,Luminária,Elétricos,27,49.59
2951,2023-12-08 08:39:46,Fita Crepe,Fixação,39,2.95
2952,2023-02-14 12:07:59,Porca,Ferragens,43,0.45
2953,2023-01-28 14:36:44,Grama m2,Jardinagem,4,14.95
2954,2023-03-05 02:22:11,Fita Antichamas,Vedação,32,7.89
2955,2023-07-22 21:18:37,Trena,Ferramentas Manuais,29,34.99
2956,2023-10-24 05:50:22,Chave de Impacto,Ferramentas Elétricas,34,179.29
2957,2023-12-07 19:16:47,Fita Antichamas,Vedação,45,7.89
2958,2023-03-13 01:02:32,Bloco de Concreto,Construção,3,14.89
2959,2023-08-17 18:29:35,Talabarte,Segurança,12,34.89
2960,2023-03-19 03:20:38,Martelo,Ferramentas Manuais,31,24.89
2961,2023-01-26 04:55:27,Fita Antichamas,Vedação,13,7.89
2962,2023-11-13 03:56:45,Silicone,Fixação,38,11.89
2963,2023-04-10 05:57:11,Rastelo,Jardinagem,1,34.49
2964,2023-11-06 05:23:27,Máscara,Segurança,18,9.89
2965,2023-03-05 15:08:22,Pulverizador,Jardinagem,37,79.59
2966,2023-04-23 14:12:44,Rolo,Pintura,49,14.89
2967,2023-01-12 13:19:58,Luva,Segurança,24,7.89
2968,2023-05-17 02:27:36,Tijolo,Construção,10,0.75
2969,2023-02-18 09:20:59,Cimento,Construção,18,24.95
2970,2023-07-12 13:18:02,Tinta Spray,Pintura,3,39.89
2971,2023-11-01 20:23:55,Colete,Segurança,19,89.99
2972,2023-06-19 06:07:54,Areia,Construção,42,49.79
2973,2023-09-25 08:35:45,Alicate,Ferramentas Manuais,37,19.79
2974,2023-06-21 07:16:29,Adesivo,Fixação,37,4.39
2975,2023-09-04 08:41:13,Areia,Construção,10,49.79
2976,2023-03-28 11:58:49,Chave de Fenda,Ferramentas Manuais,1,10.39
2977,2023-11-10 15:38:59,Furadeira,Ferramentas Elétricas,22,149.49
2978,2023-08-23 12:09:46,Tinta Spray,Pintura,5,39.89
2979,2023-05-05 20:36:53,Luva,Hidráulicos,24,7.89
2980,2023-09-16 04:26:15,Vassoura,Jardinagem,19,24.79
2981,2023-01-15 22:10:07,Tubo Cobre,Hidráulicos,44,24.95
2982,2023-06-05 06:08:42,Óculos de Proteção,Segurança,41,19.99
2983,2023-04-02 08:29:42,Condulete,Elétricos,40,7.89
2984,2023-07-24 17:52:18,Colete,Segurança,17,89.99
2985,2023-01-22 01:08:51,Adesivo,Fixação,24,4.39
2986,2023-10-24 04:30:33,Capacete,Segurança,4,44.59
2987,2023-05-17 17:21:54,Fechadura,Ferragens,39,29.89
2988,2023-10-17 14:06:09,Chave de Impacto,Ferramentas Elétricas,27,179.29
2989,2023-01-08 15:22:08,Tinta Latex,Pintura,4,59.89
2990,2023-02-02 19:30:46,Mangueira,Jardinagem,22,49.99
2991,2023-07-19 16:26:08,Areia,Construção,7,49.79
2992,2023-06-03 17:18:48,Luva,Hidráulicos,39,7.89
2993,2023-07-15 19:32:41,Mangueira,Jardinagem,3,49.99
2994,2023-08-17 16:26:48,Lixa,Pintura,24,3.89
2995,2023-01-29 17:42:22,Luva,Hidráulicos,13,7.89
2996,2023-02-05 12:58:14,Máscara,Segurança,21,9.89
2997,2023-07-30 21:37:25,Tubo Cobre,Hidráulicos,24,24.95
2998,2023-01-17 07:29:25,Tinta Latex,Pintura,37,59.89
2999,2023-11-21 02:09:40,Prego,Ferragens,28,1.95
3000,2023-12-21 12:53:06,Rolo,Pintura,28,14.89
3001,2023-03-28 10:28:28,Adesivo,Fixação,25,4.39
3002,2023-10-01 22:58:17,Trinco,Ferragens,7,7.39
3003,2023-04-20 04:44:45,Removedor de Tinta,Pintura,8,19.59
3004,2023-07-23 12:33:34,Capacete,Segurança,13,44.59
3005,2023-09-01 13:54:17,Chave Philips,Ferramentas Manuais,41,14.95
3006,2023-02-09 16:41:28,Parafuso,Ferragens,14,1.39
3007,2023-08-06 13:57:47,Corda,Segurança,38,59.59
3008,2023-09-17 00:14:54,Esmerilhadeira,Ferramentas Elétricas,43,199.69
3009,2023-08-11 22:44:20,Talabarte,Segurança,25,34.89
3010,2023-08-09 20:16:37,Parafuso,Ferragens,6,1.39
3011,2023-07-11 09:38:35,Trena,Ferramentas Manuais,14,34.99
3012,2023-02-05 20:31:31,Máscara,Segurança,26,9.89
3013,2023-06-11 03:50:56,Porca,Ferragens,38,0.45
3014,2023-11-01 13:37:04,Tinta Spray,Pintura,48,39.89
3015,2023-03-14 03:13:29,Furadeira,Ferramentas Elétricas,46,149.49
3016,2023-09-02 22:34:59,Chave Philips,Ferramentas Manuais,22,14.95
3017,2023-10-02 18:16:58,Fita Antichamas,Vedação,30,7.89
3018,2023-04-19 09:02:05,Parafuso,Ferragens,25,1.39
3019,2023-12-13 00:16:26,Furadeira,Ferramentas Elétricas,27,149.49
3020,2023-10-07 07:14:15,Pincel,Pintura,2,4.89
3021,2023-09-28 09:15:33,Talabarte,Segurança,36,34.89
3022,2023-06-27 08:19:04,Trinco,Ferragens,13,7.39
3023,2023-05-20 15:10:48,Serrote,Ferramentas Manuais,31,29.59
3024,2023-11-24 22:16:23,Puxador,Ferragens,14,11.89
3025,2023-11-26 01:33:53,Torneira,Hidráulicos,8,34.89
3026,2023-05-04 16:21:42,Alicate,Ferramentas Manuais,48,19.79
3027,2023-12-27 08:00:30,Fechadura,Ferragens,5,29.89
3028,2023-12-30 11:28:38,Cortador de Azulejo,Ferramentas Elétricas,5,119.89
3029,2023-09-08 19:44:40,Cola,Fixação,43,5.89
3030,2023-08-21 21:14:01,Fechadura,Ferragens,39,29.89
3031,2023-04-29 03:45:04,Ralo,Hidráulicos,7,11.89
3032,2023-11-24 07:13:56,Fita Crepe,Fixação,2,2.95
3033,2023-04-19 06:38:55,Fita Dupla Face,Fixação,14,4.39
3034,2023-03-24 22:45:35,Grama m2,Jardinagem,27,14.95
3035,2023-04-13 22:05:00,Tinta Spray,Pintura,41,39.89
3036,2023-08-06 00:20:57,Areia,Construção,33,49.79
3037,2023-08-26 00:58:26,Joelho,Hidráulicos,28,14.79
3038,2023-03-22 05:16:41,Tubo PVC,Hidráulicos,30,9.89
3039,2023-08-31 13:43:24,Prego,Ferragens,31,1.95
3040,2023-01-30 23:57:23,Capacete,Segurança,18,44.59
3041,2023-07-14 23:05:22,Trinco,Ferragens,16,7.39
3042,2023-07-11 15:11:57,Escada,Segurança,47,199.49
3043,2023-03-20 09:25:57,Verniz,Pintura,14,24.79
3044,2023-03-21 06:54:56,Dobradiça,Ferragens,2,4.39
3045,2023-06-06 21:17:03,Chave Philips,Ferramentas Manuais,30,14.95
3046,2023-05-23 22:23:47,Parafuso,Ferragens,5,1.39
3047,2023-09-16 18:40:04,Registro,Hidráulicos,39,19.99
3048,2023-05-15 08:16:31,Mangueira,Jardinagem,28,49.99
3049,2023-06-02 18:50:54,Fita Antichamas,Vedação,40,7.89
3050,2023-01-16 10:55:01,Adesivo,Fixação,44,4.39
3051,2023-08-30 10:23:07,Óculos de Proteção,Segurança,19,19.99
3052,2023-04-07 22:09:50,Colete,Segurança,2,89.99
3053,2023-11-12 18:01:39,Máscara,Segurança,11,9.89
3054,2023-02-26 22:10:18,Talabarte,Segurança,43,34.89
3055,2023-06-07 22:47:14,Tinta Latex,Pintura,4,59.89
3056,2023-06-26 05:29:35,Interruptor,Elétricos,29,9.95
3057,2023-11-11 05:35:11,Válvula,Hidráulicos,6,19.59
3058,2023-10-02 11:00:46,Resina,Pintura,3,49.99
3059,2023-05-20 15:10:47,Parafuso,Ferragens,45,1.39
3060,2023-11-09 06:47:08,Semente,Jardinagem,22,9.95
3061,2023-01-27 12:52:59,Puxador,Ferragens,20,11.89
3062,2023-06-08 09:48:37,Rastelo,Jardinagem,18,34.49
3063,2023-01-14 08:29:05,PU,Fixação,33,9.95
3064,2023-10-17 21:27:20,PU,Fixação,39,9.95
3065,2023-05-12 22:24:47,Corda,Segurança,3,59.59
3066,2023-02-14 04:59:26,Alicate,Ferramentas Manuais,7,19.79
3067,2023-10-20 11:05:29,Fita Dupla Face,Fixação,14,4.39
3068,2023-10-06 10:26:08,Vassoura,Jardinagem,15,24.79
3069,2023-10-21 12:52:12,Colete,Segurança,39,89.99
3070,2023-09-01 21:05:38,Prego,Ferragens,33,1.95
3071,2023-07-20 04:31:51,Parafuso,Ferragens,45,1.39
3072,2023-10-04 12:27:39,Porca,Ferragens,45,0.45
3073,2023-08-08 23:39:39,Corda,Segurança,6,59.59
3074,2023-03-14 13:36:47,Removedor de Tinta,Pintura,1,19.59
3075,2023-03-04 19:49:58,Bloco de Concreto,Construção,37,14.89
3076,2023-02-17 01:01:26,Fita Antichamas,Vedação,48,7.89
3077,2023-05-17 19:13:30,Óculos de Proteção,Segurança,13,19.99
3078,2023-12-20 01:52:19,Prego,Ferragens,14,1.95
3079,2023-04-21 21:14:20,Tubo Cobre,Hidráulicos,38,24.95
3080,2023-06-07 16:17:08,Puxador,Ferragens,22,11.89
3081,2023-05-21 14:57:35,Fita Crepe,Fixação,13,2.95
3082,2023-12-12 13:30:31,Tomada,Elétricos,49,3.99
3083,2023-11-03 10:57:58,Pulverizador,Jardinagem,13,79.59
3084,2023-12-30 10:42:45,Fita Isolante,Vedação,20,2.49
3085,2023-01-31 23:02:34,Lâmpada,Elétricos,48,4.39
3086,2023-08-06 08:04:46,Rolo,Pintura,25,14.89
3087,2023-11-28 11:17:40,Puxador,Ferragens,20,11.89
3088,2023-01-24 20:16:18,Telha,Construção,45,9.95
3089,2023-12-22 13:45:53,Rastelo,Jardinagem,34,34.49
3090,2023-09-13 06:42:02,Prego,Ferragens,34,1.95
3091,2023-02-16 00:12:51,Joelho,Hidráulicos,30,14.79
3092,2023-08-24 00:10:06,Luminária,Elétricos,18,49.59
3093,2023-06-04 15:38:21,Fita Antichamas,Vedação,45,7.89
3094,2023-05-06 22:56:10,Disjuntor,Elétricos,38,34.99
3095,2023-02-04 03:57:00,Trena,Ferramentas Manuais,40,34.99
3096,2023-05-04 07:16:19,Ralo,Hidráulicos,36,11.89
3097,2023-06-18 00:43:09,Válvula,Hidráulicos,16,19.59
3098,2023-10-24 22:01:08,Gancho,Segurança,35,14.89
3099,2023-03-06 17:08:08,Cortador de Azulejo,Ferramentas Elétricas,21,119.89
3100,2023-07-11 04:11:54,Cola,Fixação,38,5.89
3101,2023-04-10 05:33:07,Martelo,Ferramentas Manuais,13,24.89
3102,2023-07-08 13:21:38,Parafuso,Ferragens,25,1.39
3103,2023-01-30 08:39:39,Corda,Segurança,19,59.59
3104,2023-11-11 19:25:24,Colete,Segurança,9,89.99
3105,2023-02-27 20:05:41,Bloco de Concreto,Construção,39,14.89
3106,2023-01-15 20:51:33,Luva,Hidráulicos,26,7.89
3107,2023-02-03 11:35:45,Serrote,Ferramentas Manuais,36,29.59
3108,2023-09-29 08:05:57,Tinta Latex,Pintura,24,59.89
3109,2023-06-23 18:07:54,Tomada,Elétricos,35,3.99
3110,2023-02-26 04:14:57,Alicate,Ferramentas Manuais,13,19.79
3111,2023-01-13 03:55:58,Areia,Construção,30,49.79
3112,2023-09-05 06:17:37,Capacete,Segurança,6,44.59
3113,2023-04-06 12:58:57,Grama m2,Jardinagem,14,14.95
3114,2023-02-15 07:16:25,Resina,Pintura,26,49.99
3115,2023-07-25 01:59:36,Torneira,Hidráulicos,32,34.89
3116,2023-07-08 09:40:34,Trena,Ferramentas Manuais,13,34.99
3117,2023-05-11 02:03:58,Fita Isolante,Vedação,31,2.49
3118,2023-03-27 06:20:25,Fita Veda Rosca,Vedação,12,3.39
3119,2023-12-06 16:36:12,Porca,Ferragens,11,0.45
3120,2023-10-01 13:51:59,Tubo PVC,Hidráulicos,31,9.89
3121,2023-04-24 04:15:20,Tomada,Elétricos,45,3.99
3122,2023-07-24 09:50:18,Máscara,Segurança,26,9.89
3123,2023-10-14 22:54:48,Ralo,Hidráulicos,24,11.89
3124,2023-09-07 19:11:46,Prego,Ferragens,25,1.95
3125,2023-12-12 07:24:52,Corda,Segurança,11,59.59
3126,2023-03-04 06:42:33,Chave de Impacto,Ferramentas Elétricas,6,179.29
3127,2023-10-02 11:24:09,Parafuso,Ferragens,9,1.39
3128,2023-10-25 02:47:13,Fita Isolante,Vedação,28,2.49
3129,2023-10-20 17:03:54,Serra Elétrica,Ferramentas Elétricas,43,249.79
3130,2023-03-20 07:17:40,Cola,Fixação,39,5.89
3131,2023-01-28 16:57:26,Máscara,Segurança,46,9.89
3132,2023-04-14 22:33:24,Puxador,Ferragens,2,11.89
3133,2023-10-25 09:44:51,Furadeira,Ferramentas Elétricas,32,149.49
3134,2023-12-27 12:51:25,Martelo,Ferramentas Manuais,28,24.89
3135,2023-05-14 08:51:27,Lixa,Pintura,34,3.89
3136,2023-07-06 18:57:05,Registro,Hidráulicos,32,19.99
3137,2023-07-27 04:49:36,Joelho,Hidráulicos,22,14.79
3138,2023-08-28 19:57:25,Chave de Fenda,Ferramentas Manuais,14,10.39
3139,2023-10-05 13:31:55,Chave de Impacto,Ferramentas Elétricas,37,179.29
3140,2023-07-10 23:30:23,Rastelo,Jardinagem,41,34.49
3141,2023-08-13 22:10:34,Removedor de Tinta,Pintura,5,19.59
3142,2023-01-06 23:36:30,Fita Antichamas,Vedação,4,7.89
3143,2023-07-06 09:07:39,Disjuntor,Elétricos,13,34.99
3144,2023-08-28 21:42:55,Silicone,Fixação,15,11.89
3145,2023-09-10 16:21:49,Alicate,Ferramentas Manuais,25,19.79
3146,2023-10-24 01:05:54,Colete,Segurança,24,89.99
3147,2023-08-08 19:46:49,Removedor de Tinta,Pintura,42,19.59
3148,2023-07-05 14:01:01,Ralo,Hidráulicos,40,11.89
3149,2023-11-22 11:28:04,Chave de Fenda,Ferramentas Manuais,25,10.39
3150,2023-12-07 14:12:18,Óculos de Proteção,Segurança,15,19.99
3151,2023-04-02 01:57:31,Conexão,Hidráulicos,12,4.89
3152,2023-03-02 17:01:00,Semente,Jardinagem,38,9.95
3153,2023-06-24 12:10:43,Máscara,Segurança,11,9.89
3154,2023-04-13 05:21:09,Cortador de Azulejo,Ferramentas Elétricas,49,119.89
3155,2023-08-17 20:30:07,Luminária,Elétricos,6,49.59
3156,2023-09-13 00:25:11,Escada,Segurança,4,199.49
3157,2023-01-18 20:56:12,Colete,Segurança,2,89.99
3158,2023-01-02 19:52:19,Pincel,Pintura,13,4.89
3159,2023-08-22 23:16:40,Rastelo,Jardinagem,15,34.49
3160,2023-02-09 20:23:32,Esmerilhadeira,Ferramentas Elétricas,40,199.69
3161,2023-11-25 21:48:15,Cortador de Azulejo,Ferramentas Elétricas,7,119.89
3162,2023-10-13 22:21:39,Fita Crepe,Fixação,13,2.95
3163,2023-06-25 14:52:12,Gancho,Segurança,22,14.89
3164,2023-04-30 21:14:57,Botas,Segurança,5,79.79
3165,2023-05-28 14:02:20,Lâmpada,Elétricos,36,4.39
3166,2023-04-22 20:49:55,Fita Dupla Face,Fixação,24,4.39
3167,2023-09-06 14:37:03,Semente,Jardinagem,31,9.95
3168,2023-09-07 04:39:10,Resina,Pintura,9,49.99
3169,2023-01-08 03:16:31,Conexão,Hidráulicos,39,4.89
3170,2023-02-23 04:57:29,Lâmpada,Elétricos,22,4.39
3171,2023-03-18 07:12:32,Dobradiça,Ferragens,44,4.39
3172,2023-12-23 23:38:29,Máscara,Segurança,1,9.89
3173,2023-08-21 04:54:27,Esmerilhadeira,Ferramentas Elétricas,47,199.69
3174,2023-01-31 16:10:13,Alicate,Ferramentas Manuais,28,19.79
3175,2023-12-13 20:58:16,Disjuntor,Elétricos,18,34.99
3176,2023-05-06 18:21:23,Talabarte,Segurança,16,34.89
3177,2023-06-30 01:51:51,Removedor de Tinta,Pintura,15,19.59
3178,2023-10-17 17:51:57,Verniz,Pintura,38,24.79
3179,2023-11-18 06:01:56,Torneira,Hidráulicos,37,34.89
3180,2023-01-23 06:09:53,Gancho,Segurança,29,14.89
3181,2023-09-26 20:34:48,Torneira,Hidráulicos,29,34.89
3182,2023-11-02 07:35:50,Botas,Segurança,16,79.79
3183,2023-04-02 05:33:06,Puxador,Ferragens,44,11.89
3184,2023-06-06 05:31:20,Luva,Segurança,6,7.89
3185,2023-10-06 04:07:15,Adesivo,Fixação,3,4.39
3186,2023-05-03 22:03:04,Canaleta,Elétricos,42,14.59
3187,2023-09-05 07:58:56,Furadeira,Ferramentas Elétricas,25,149.49
3188,2023-09-14 03:14:34,Prego,Ferragens,20,1.95
3189,2023-07-09 00:20:51,Serra Elétrica,Ferramentas Elétricas,41,249.79
3190,2023-08-15 18:06:18,Chave Philips,Ferramentas Manuais,38,14.95
3191,2023-04-17 20:36:31,Grama m2,Jardinagem,37,14.95
3192,2023-04-10 09:22:25,Trena,Ferramentas Manuais,49,34.99
3193,2023-02-07 04:36:14,Porca,Ferragens,42,0.45
3194,2023-02-10 20:48:39,Luva,Segurança,19,7.89
3195,2023-01-05 23:40:24,Tinta Spray,Pintura,35,39.89
3196,2023-01-27 09:33:26,Areia,Construção,6,49.79
3197,2023-01-04 15:42:48,Pincel,Pintura,11,4.89
3198,2023-07-10 00:11:10,Pincel,Pintura,39,4.89
3199,2023-04-09 01:31:23,Ralo,Hidráulicos,5,11.89
3200,2023-04-08 04:34:53,Alicate,Ferramentas Manuais,35,19.79
3201,2023-08-18 15:21:40,Rolo,Pintura,34,14.89
3202,2023-10-22 07:19:27,Máscara,Segurança,4,9.89
3203,2023-06-15 07:59:16,Rastelo,Jardinagem,27,34.49
3204,2023-06-01 22:22:15,Grama m2,Jardinagem,31,14.95
3205,2023-03-04 06:32:34,Prego,Ferragens,28,1.95
3206,2023-03-27 22:56:45,Areia,Construção,1,49.79
3207,2023-02-04 03:22:40,Tinta Spray,Pintura,6,39.89
3208,2023-02-14 01:48:28,Grama m2,Jardinagem,21,14.95
3209,2023-06-02 12:55:14,Trena,Ferramentas Manuais,11,34.99
3210,2023-02-18 08:51:53,Condulete,Elétricos,16,7.89
3211,2023-07-24 08:30:59,Lâmpada,Elétricos,31,4.39
3212,2023-01-30 00:22:04,Removedor de Tinta,Pintura,47,19.59
3213,2023-07-23 16:46:55,Dobradiça,Ferragens,10,4.39
3214,2023-10-03 12:08:00,Porca,Ferragens,11,0.45
3215,2023-12-25 12:15:03,Parafuso,Ferragens,24,1.39
3216,2023-05-04 09:45:38,Conexão,Hidráulicos,14,4.89
